CodINSEE5n;LibCommune;IRIS;LIBIRIS;LAB_IRIS;P11_FACT1524;P11_FACT2554;P11_FACT5564;P11_HACT1524;P11_HACT2554;P11_HACT5564;Geo Shape;geo_point_2d
49267;SAINT BARTHELEMY D'ANJOU;492670103;Villechien-Chambree;4;28;260;37;45;261;48;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5125876874, 47.4698138954], [-0.5127299827, 47.4698357312], [-0.5134844329, 47.4699517203], [-0.5139409716, 47.4700235373], [-0.5186973169, 47.4707142124], [-0.5189197007, 47.4707615524], [-0.5190901236, 47.470806859], [-0.5190966868, 47.4707652115], [-0.5191282786, 47.4706191844], [-0.5194808607, 47.4677971912], [-0.5194775853, 47.4659897466], [-0.5195121649, 47.4659094067], [-0.5195295139, 47.465870136], [-0.5195882752, 47.4657331984], [-0.5196648488, 47.4655236364], [-0.5196871719, 47.4654589853], [-0.5197249852, 47.46534701], [-0.5197535496, 47.4652560391], [-0.519765605, 47.4650150889], [-0.5196692997, 47.4645206114], [-0.5190156952, 47.463593355], [-0.5171242989, 47.4632000044], [-0.5170486785, 47.4631815655], [-0.5168650798, 47.4631375559], [-0.5164504445, 47.4629140069], [-0.5153853221, 47.4622947178], [-0.5145807693, 47.4615963649], [-0.5151947536, 47.4607488347], [-0.5157747739, 47.4599104361], [-0.5161460585, 47.4592117004], [-0.5160300503, 47.4583357615], [-0.5156627898, 47.4581855676], [-0.5154028551, 47.4580916006], [-0.5150286199, 47.4579767573], [-0.5148959115, 47.4580195125], [-0.5144702192, 47.4582540348], [-0.5138285007, 47.4586788979], [-0.5136557789, 47.4587598037], [-0.5135348832, 47.4588003984], [-0.5128815274, 47.4588255326], [-0.5121971697, 47.4588236659], [-0.5110922047, 47.4587696114], [-0.5097062966, 47.4584428885], [-0.5090841123, 47.4582949574], [-0.506129587, 47.4575892868], [-0.5045231792, 47.4574854038], [-0.5032535748, 47.4577164659], [-0.498851808, 47.4589734428], [-0.4980947091, 47.4588952882], [-0.4958555094, 47.4586841595], [-0.4929482762, 47.458557921], [-0.4918407536, 47.4582604757], [-0.4909928493, 47.4573398082], [-0.4909267366, 47.4566317579], [-0.4910023986, 47.4565492935], [-0.4914299999, 47.456037276], [-0.4894624083, 47.4555475601], [-0.4876220633, 47.4562352834], [-0.4857393999, 47.4569674945], [-0.485730107, 47.4570695922], [-0.4857231519, 47.4571463903], [-0.4867483272, 47.4574247348], [-0.4880909784, 47.4577836589], [-0.4905706781, 47.4584445563], [-0.4933641187, 47.4591887924], [-0.4960984694, 47.4599221242], [-0.4990097814, 47.4606987297], [-0.5013162501, 47.4613069467], [-0.5014568664, 47.4613441642], [-0.5012831676, 47.4617557698], [-0.4993841696, 47.4635186026], [-0.4985013057, 47.4668223001], [-0.4985020374, 47.4668538151], [-0.4985209504, 47.4668992005], [-0.4985866069, 47.4669278625], [-0.4986542429, 47.4669258291], [-0.5024644245, 47.4674816031], [-0.5056632621, 47.4683187824], [-0.5087672096, 47.4691055749], [-0.5087834193, 47.4691095915], [-0.5095356433, 47.4692932524], [-0.5098106806, 47.4693534385], [-0.5101148371, 47.4694118447], [-0.5122667569, 47.4697632103], [-0.512570269, 47.4698117179], [-0.5125876874, 47.4698138954]]]}";47.4635025014,-0.507846387503
49035;BOUCHEMAINE;490350102;Les Brunelleries;4;21;174;40;21;180;32;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5962060332, 47.44423287], [-0.5970149157, 47.4444691827], [-0.5986608224, 47.444589485], [-0.6025806622, 47.4455756219], [-0.6029031306, 47.4457287369], [-0.6031269983, 47.4457983978], [-0.6035464012, 47.4458917377], [-0.6042134565, 47.4459936231], [-0.6047523889, 47.4460273855], [-0.6049517131, 47.4460284173], [-0.6051632031, 47.4460128514], [-0.6053449778, 47.4459702714], [-0.6057288376, 47.4452203541], [-0.60580043, 47.4450802631], [-0.6061448133, 47.4443360731], [-0.6062597325, 47.4440504588], [-0.6064663857, 47.4431942924], [-0.606536066, 47.4429470262], [-0.6065561085, 47.442889634], [-0.6066364142, 47.4427015124], [-0.606826624, 47.4423703085], [-0.6070877797, 47.4419684185], [-0.6072966091, 47.441657362], [-0.6075834136, 47.4415376282], [-0.6076648586, 47.4415044638], [-0.6078949766, 47.4414108178], [-0.607960281, 47.441394374], [-0.6085812241, 47.4412660743], [-0.6091272433, 47.4412085817], [-0.6095208572, 47.4412152906], [-0.6100319706, 47.4412507917], [-0.610223281, 47.441290811], [-0.6110007153, 47.4414937607], [-0.6112526717, 47.4416057879], [-0.6114742129, 47.4417394849], [-0.6118550096, 47.4420286366], [-0.6125756556, 47.4426298355], [-0.6155619843, 47.4452701639], [-0.6157040883, 47.4454270485], [-0.6157761483, 47.4455302404], [-0.6159009212, 47.4457255108], [-0.6159703633, 47.4458882584], [-0.6166735867, 47.4493168099], [-0.6158137059, 47.4513368301], [-0.6156377456, 47.4515639758], [-0.6151033638, 47.4525033346], [-0.6139998502, 47.4545372132], [-0.613824792, 47.4549157158], [-0.6140370837, 47.4548721752], [-0.6142260469, 47.4548176444], [-0.6143856597, 47.4547613217], [-0.6148071622, 47.4545499787], [-0.6151553993, 47.4543751535], [-0.6158052817, 47.4540242444], [-0.6160178786, 47.4538869737], [-0.6162507646, 47.4537157302], [-0.6176418379, 47.452576713], [-0.6218366487, 47.4507403555], [-0.6252761508, 47.449093186], [-0.6268448675, 47.4478944423], [-0.6288207835, 47.4470794707], [-0.6290344638, 47.4470178352], [-0.6289634596, 47.4469894119], [-0.6285396139, 47.4467530203], [-0.6283964332, 47.4466592631], [-0.6283311891, 47.4465982189], [-0.6282748585, 47.4465314899], [-0.6281137901, 47.446213007], [-0.6280511366, 47.4459941835], [-0.6258653176, 47.4431805172], [-0.6237199489, 47.4417262642], [-0.6223935839, 47.4406159334], [-0.6223414421, 47.4403949776], [-0.622244818, 47.4401447686], [-0.6220632409, 47.4397971795], [-0.6218781157, 47.4394560085], [-0.621495883, 47.4387731377], [-0.6212982057, 47.4384819191], [-0.6210905229, 47.438180198], [-0.6208356278, 47.4379069805], [-0.6206202553, 47.4377271511], [-0.6203513218, 47.4375408784], [-0.619752348, 47.4372270046], [-0.6194866422, 47.4370883897], [-0.6187733329, 47.4367726626], [-0.6181247053, 47.4365098882], [-0.6178734876, 47.4364086666], [-0.6145621372, 47.4350860427], [-0.6118047335, 47.4341173911], [-0.610679178, 47.433713493], [-0.6094471507, 47.4332074571], [-0.6076339595, 47.4325707534], [-0.6071687544, 47.4324860604], [-0.605353607, 47.4323125626], [-0.6040595424, 47.4323238397], [-0.6040472951, 47.433384845], [-0.6035714479, 47.4350955093], [-0.6025827433, 47.436724736], [-0.6016347637, 47.4381310137], [-0.5998193904, 47.4402084333], [-0.5982591266, 47.4418544002], [-0.5970401518, 47.4431644844], [-0.5962060332, 47.44423287]]]}";47.4419490357,-0.613296501518
49246;LES PONTS DE CE;492460106;ZA-Le Moulin Marcille;3;4;56;6;4;39;10;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5100722616, 47.4379315679], [-0.5099760527, 47.4377605638], [-0.5091974782, 47.4363576548], [-0.5079946281, 47.434194416], [-0.5071852031, 47.4327446679], [-0.5068918923, 47.4322200758], [-0.5061349774, 47.4308615483], [-0.5060267194, 47.4306683775], [-0.5049635413, 47.4306553726], [-0.5028713471, 47.4306643478], [-0.5028089406, 47.4306644254], [-0.4963729104, 47.429937213], [-0.4912274257, 47.4299584464], [-0.4851233207, 47.4299811534], [-0.4851345046, 47.4302141944], [-0.486811754, 47.4319903787], [-0.4925200175, 47.4330616627], [-0.4964087387, 47.4342684867], [-0.4993920376, 47.4351924637], [-0.501551553, 47.435844719], [-0.5028292283, 47.4362117272], [-0.5040100343, 47.4367825797], [-0.5047618683, 47.4371500907], [-0.5056378191, 47.438074324], [-0.505424649, 47.4382059982], [-0.5053179013, 47.4382794992], [-0.5052434662, 47.4383394112], [-0.5052087077, 47.4383765017], [-0.5051933605, 47.4384057986], [-0.505192417, 47.4384319581], [-0.5052046106, 47.4384559196], [-0.5054892782, 47.4390105109], [-0.5057564659, 47.4391358165], [-0.5073687746, 47.4387502056], [-0.5081726373, 47.4385529552], [-0.5088470974, 47.4383469881], [-0.5100030729, 47.4379498754], [-0.5100722616, 47.4379315679]]]}";47.4331944228,-0.49963607677
49353;TRELAZE;493530101;Beaumanoir-Bellevue;1;108;542;59;140;638;46;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5015499741, 47.451273775], [-0.5020240987, 47.4513937624], [-0.5047749756, 47.4538645453], [-0.5090474849, 47.4557910946], [-0.5136795268, 47.4568145787], [-0.5143190082, 47.4570034119], [-0.5149418948, 47.4571215585], [-0.5151563163, 47.4571294976], [-0.5151137969, 47.4569271403], [-0.515125594, 47.4568033372], [-0.5151989419, 47.4566659606], [-0.5154151037, 47.4563161214], [-0.5155156247, 47.4562283835], [-0.5157754456, 47.456037615], [-0.5160952453, 47.4557891668], [-0.5162286425, 47.4556761056], [-0.516484939, 47.455411554], [-0.5166064273, 47.4552790286], [-0.5166373884, 47.4552447531], [-0.5167566637, 47.4550987784], [-0.5173161939, 47.4538690201], [-0.5175824545, 47.4532509434], [-0.5143740466, 47.4526216429], [-0.5113381787, 47.4518672061], [-0.5106948225, 47.4516991998], [-0.5102688176, 47.4515841027], [-0.5098684703, 47.451353794], [-0.5093502722, 47.4509873732], [-0.509281887, 47.4508966259], [-0.5092551035, 47.4508325568], [-0.5092442868, 47.4507283589], [-0.5094485426, 47.447907252], [-0.5094976977, 47.4475831855], [-0.509510919, 47.4474404173], [-0.5096564555, 47.4468845705], [-0.5094965453, 47.4461676363], [-0.5087584586, 47.4458501979], [-0.5086018809, 47.4457918457], [-0.5069961471, 47.4453077345], [-0.5047667493, 47.4446702901], [-0.5044150446, 47.4446340309], [-0.5042953533, 47.4446520539], [-0.5033864088, 47.4454777809], [-0.5031087175, 47.4460042587], [-0.5024175503, 47.4482507096], [-0.5015598472, 47.4512419405], [-0.5015499741, 47.451273775]]]}";47.4513410473,-0.508366481353
49353;TRELAZE;493530110;Malaquais-Pyramide;1;80;634;58;102;552;69;"{""type"": ""Polygon"", ""coordinates"": [[[-0.4984450158, 47.4406778349], [-0.4983892514, 47.4406984346], [-0.4974554159, 47.4399236662], [-0.496006706, 47.4386669784], [-0.4944348348, 47.4386150979], [-0.4922198078, 47.4386798243], [-0.4911444255, 47.4388688938], [-0.4901653747, 47.4390893029], [-0.4900250919, 47.4391376645], [-0.4899601515, 47.4392008856], [-0.4898942241, 47.4393100905], [-0.4896251568, 47.4399092621], [-0.4897551705, 47.4407424504], [-0.4894727421, 47.44199259], [-0.489428286, 47.4421867513], [-0.4861804565, 47.4421597926], [-0.4859234995, 47.4420891013], [-0.4832964581, 47.4413352223], [-0.4832813502, 47.4413275651], [-0.4832422671, 47.441380096], [-0.4830138535, 47.4418500812], [-0.4828550673, 47.4422675216], [-0.4824561435, 47.4424236354], [-0.4810899724, 47.4427789994], [-0.4807004367, 47.442875356], [-0.4807459553, 47.4429217501], [-0.4808544405, 47.4429968958], [-0.4812728864, 47.4431817049], [-0.4814331891, 47.4432571014], [-0.4819021107, 47.4434827474], [-0.4819585087, 47.4435125962], [-0.4821086763, 47.4435955037], [-0.4822364841, 47.4436817836], [-0.4827480535, 47.4441341177], [-0.4832451515, 47.4452825009], [-0.4832169692, 47.4466457459], [-0.4846973727, 47.447574552], [-0.4885171619, 47.4494225747], [-0.4890347022, 47.4496998984], [-0.4895433685, 47.4499225214], [-0.4911966932, 47.4505054614], [-0.4913146769, 47.4505424684], [-0.4914114833, 47.4505602875], [-0.491463248, 47.450559635], [-0.4914987512, 47.4505540642], [-0.491547043, 47.450540901], [-0.4915866761, 47.450517185], [-0.4916243733, 47.450463792], [-0.4918103002, 47.4501779814], [-0.4924262585, 47.4490926339], [-0.4928205121, 47.4479688858], [-0.4932391621, 47.4456315706], [-0.4950490835, 47.4436300013], [-0.496505277, 47.4435150536], [-0.4983485161, 47.4437335563], [-0.4983828453, 47.4436694491], [-0.4984092669, 47.4433217434], [-0.4984510015, 47.4426392808], [-0.4984799559, 47.4421067797], [-0.4985087334, 47.4415715806], [-0.4985372165, 47.4410318849], [-0.4985468217, 47.4408333608], [-0.4984968231, 47.4407186268], [-0.4984450158, 47.4406778349]]]}";47.4439852003,-0.490284858328
49007;ANGERS;490070101;Saint-Jean;1;151;271;22;146;404;35;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5604787619, 47.4792211153], [-0.5610400312, 47.4792066482], [-0.5611355957, 47.4792046255], [-0.5616519449, 47.4791942331], [-0.5621535832, 47.4791824864], [-0.5631378096, 47.4791523611], [-0.5632538185, 47.4791379967], [-0.5634665468, 47.479099045], [-0.5637819075, 47.4790245116], [-0.5640249804, 47.4789422787], [-0.5641864122, 47.4788715562], [-0.5643063045, 47.4787957979], [-0.564582218, 47.4786080322], [-0.5647556104, 47.4784774708], [-0.5649398531, 47.4783501811], [-0.565403742, 47.4780314045], [-0.5656009618, 47.4778595629], [-0.5658607497, 47.4774100711], [-0.5660713661, 47.4770404797], [-0.5664230491, 47.4763746127], [-0.5662898421, 47.4762903877], [-0.5652737843, 47.4760016302], [-0.565131579, 47.4759618329], [-0.5643285058, 47.4757377291], [-0.5633708115, 47.475486816], [-0.5619174244, 47.4751366286], [-0.558930064, 47.4735835348], [-0.55830603, 47.473152974], [-0.5581559147, 47.4732738036], [-0.5578968467, 47.4735349288], [-0.5559152072, 47.4761131203], [-0.5554380797, 47.4767332243], [-0.5548506114, 47.4775531319], [-0.5546364977, 47.4778912693], [-0.5547433051, 47.477938468], [-0.5549404056, 47.4780243586], [-0.5550471538, 47.4780706577], [-0.5560169185, 47.4785231128], [-0.5561994922, 47.4786103463], [-0.5566622268, 47.4788331921], [-0.557470914, 47.4791815267], [-0.5576750852, 47.4792536805], [-0.5579281671, 47.4793018119], [-0.5580470592, 47.4793107927], [-0.5582084684, 47.479299551], [-0.5590615202, 47.4792356246], [-0.5602755152, 47.4792228269], [-0.5604787619, 47.4792211153]]]}";47.4768657121,-0.560253561839
49007;ANGERS;490070104;Gare;1;174;272;39;92;219;36;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5553747265, 47.4642605324], [-0.5540900573, 47.4643844797], [-0.5535076994, 47.4644392098], [-0.5528262415, 47.4645023694], [-0.5520670197, 47.4645751074], [-0.551470369, 47.464634769], [-0.5496191054, 47.464991317], [-0.5496053534, 47.4650043517], [-0.5495344776, 47.4650776994], [-0.5502831564, 47.465366635], [-0.5530198098, 47.466477047], [-0.5531180987, 47.4665163969], [-0.5540150706, 47.4668566489], [-0.5559725031, 47.4675771917], [-0.5586529227, 47.4685378128], [-0.5586788979, 47.4685487326], [-0.5589053113, 47.4683165366], [-0.5589736084, 47.4680846704], [-0.559327564, 47.4663338421], [-0.5588018201, 47.4650622654], [-0.558757502, 47.464975314], [-0.5586119298, 47.4649842714], [-0.5554074872, 47.4644136174], [-0.5553747265, 47.4642605324]]]}";47.4660025653,-0.555533536268
49007;ANGERS;490070109;Mail;1;148;246;46;160;247;54;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5486650532, 47.4650717776], [-0.548600554, 47.4651611498], [-0.5465192687, 47.4679620898], [-0.5446812782, 47.4693435795], [-0.5442663992, 47.4696004085], [-0.5441917854, 47.4696576467], [-0.5441520108, 47.4697192304], [-0.5441315497, 47.4697513913], [-0.5440928887, 47.4702310422], [-0.5420721975, 47.4719262173], [-0.5412292671, 47.4721816439], [-0.5425818347, 47.4725180319], [-0.542753355, 47.4725794906], [-0.5430688261, 47.4727275756], [-0.5436898299, 47.47309433], [-0.5444152611, 47.4735326905], [-0.5446481837, 47.4736382316], [-0.5449039527, 47.4737475817], [-0.5450707702, 47.4738181911], [-0.545244339, 47.4738903969], [-0.5453194633, 47.4738808998], [-0.5453766301, 47.4738611368], [-0.545420176, 47.4738363822], [-0.5454567922, 47.4738073333], [-0.5454858233, 47.4737640982], [-0.5454870304, 47.4737622593], [-0.5457325122, 47.4732952303], [-0.5460381064, 47.4727326568], [-0.5462245654, 47.472417905], [-0.5463002541, 47.4722966561], [-0.546763619, 47.4717085475], [-0.5477644833, 47.4705084374], [-0.5477720234, 47.4705019], [-0.5483217007, 47.4700535234], [-0.548486716, 47.4699367577], [-0.5488054049, 47.4697125823], [-0.5494087564, 47.4692922988], [-0.5497894985, 47.4690220747], [-0.5499379827, 47.468916624], [-0.5530589222, 47.4665857852], [-0.5531180987, 47.4665163969], [-0.5530198098, 47.466477047], [-0.5502831564, 47.465366635], [-0.5495344776, 47.4650776994], [-0.5494581872, 47.4650493896], [-0.5490054529, 47.4648748718], [-0.5488676991, 47.4648214037], [-0.5488059966, 47.4647926486], [-0.5487761275, 47.4649233157], [-0.5487029423, 47.4650219636], [-0.5486650532, 47.4650717776]]]}";47.4692066617,-0.547292027984
49007;ANGERS;490070401;Brissac;1;122;367;62;115;374;72;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5553747265, 47.4642605324], [-0.555334451, 47.4640743366], [-0.5550773319, 47.4628242731], [-0.5549333954, 47.4621177118], [-0.5547931177, 47.4613461599], [-0.5543121878, 47.4586864188], [-0.5542735091, 47.45846413], [-0.5542598917, 47.4583591185], [-0.5536108843, 47.4584095797], [-0.5530082838, 47.4584586202], [-0.5523612566, 47.4585189259], [-0.5515482401, 47.4586807113], [-0.5508289165, 47.4594136245], [-0.5503245182, 47.4599417354], [-0.5499817519, 47.4603027167], [-0.5493401106, 47.4609854913], [-0.548549944, 47.4618331844], [-0.5484560231, 47.4619396735], [-0.5483549036, 47.4619977235], [-0.5480560731, 47.4621600205], [-0.5477179364, 47.4623307238], [-0.5474133356, 47.4624661624], [-0.5478333081, 47.4631489955], [-0.5484541973, 47.4641563984], [-0.548533976, 47.4642774141], [-0.5487740158, 47.4646710764], [-0.5488059966, 47.4647926486], [-0.5488676991, 47.4648214037], [-0.5490054529, 47.4648748718], [-0.5494581872, 47.4650493896], [-0.5495344776, 47.4650776994], [-0.5496053534, 47.4650043517], [-0.5496191054, 47.464991317], [-0.551470369, 47.464634769], [-0.5520670197, 47.4645751074], [-0.5528262415, 47.4645023694], [-0.5535076994, 47.4644392098], [-0.5540900573, 47.4643844797], [-0.5553747265, 47.4642605324]]]}";47.4620044292,-0.551811999116
49007;ANGERS;490070402;Mirabeau;1;96;399;71;63;366;97;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5444308653, 47.4575992849], [-0.5445540051, 47.4578135961], [-0.5450362553, 47.4584548935], [-0.545128962, 47.4586710325], [-0.5454721494, 47.4592787197], [-0.5458611129, 47.4599354717], [-0.5472002098, 47.4621374562], [-0.5474133356, 47.4624661624], [-0.5477179364, 47.4623307238], [-0.5480560731, 47.4621600205], [-0.5483549036, 47.4619977235], [-0.5484560231, 47.4619396735], [-0.548549944, 47.4618331844], [-0.5493401106, 47.4609854913], [-0.5499817519, 47.4603027167], [-0.5503245182, 47.4599417354], [-0.5508289165, 47.4594136245], [-0.5515482401, 47.4586807113], [-0.5523612566, 47.4585189259], [-0.5530082838, 47.4584586202], [-0.5536108843, 47.4584095797], [-0.5542598917, 47.4583591185], [-0.5541943133, 47.4579718509], [-0.554094072, 47.4574027207], [-0.5540211256, 47.4570445129], [-0.5539925649, 47.4570345723], [-0.5519803132, 47.4562625146], [-0.548911467, 47.4550829274], [-0.5483983799, 47.4548985359], [-0.5483225219, 47.4548765201], [-0.5482916579, 47.4549720757], [-0.5482396564, 47.45512955], [-0.5451766895, 47.4571251177], [-0.5444308653, 47.4575992849]]]}";47.4582348224,-0.548890113763
49007;ANGERS;490070406;Chevrollier;1;49;465;81;68;348;63;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5654329182, 47.4530423084], [-0.5646488738, 47.4526599397], [-0.5640791481, 47.4523836375], [-0.5632928905, 47.4520076356], [-0.5618044515, 47.4513008007], [-0.560237972, 47.4505584902], [-0.5598619688, 47.4503978875], [-0.5597192973, 47.4503499897], [-0.559559202, 47.4503197457], [-0.5593533638, 47.4503008132], [-0.5591350457, 47.4502939764], [-0.5589285893, 47.4503056993], [-0.5586725319, 47.4503306534], [-0.5584307092, 47.4503299409], [-0.5582958037, 47.4502989246], [-0.5581666795, 47.4502749402], [-0.55805786, 47.4502566423], [-0.5577697778, 47.4502194973], [-0.5575151274, 47.4502056587], [-0.557164296, 47.4502037716], [-0.5570651645, 47.4502113083], [-0.5568180283, 47.450230579], [-0.5559128841, 47.4503033049], [-0.5538124643, 47.4505008514], [-0.5528287561, 47.4506309197], [-0.5528811678, 47.4509401959], [-0.5529668506, 47.4514304766], [-0.5530817219, 47.45208026], [-0.5532897495, 47.4532327104], [-0.5533280272, 47.4534090564], [-0.5533691482, 47.4535681947], [-0.5535943993, 47.4547597661], [-0.5539318048, 47.4565597514], [-0.5540211256, 47.4570445129], [-0.5541173433, 47.4570929359], [-0.5573637526, 47.4583417535], [-0.5586441485, 47.4588351439], [-0.5589013949, 47.4581082039], [-0.5590013508, 47.4579330377], [-0.5591468863, 47.4577240378], [-0.5593952248, 47.4574226844], [-0.559602766, 47.4572271053], [-0.560128432, 47.456840672], [-0.5603502747, 47.4567203457], [-0.5636436151, 47.4545217661], [-0.5652690702, 47.4531752857], [-0.5654329182, 47.4530423084]]]}";47.453867997,-0.558152692799
49007;ANGERS;490070501;Montesquieu;2;133;529;84;156;534;59;"{""type"": ""Polygon"", ""coordinates"": [[[-0.600175096, 47.4692574886], [-0.6000690623, 47.46926167], [-0.5972081393, 47.4693843823], [-0.5941105404, 47.469525147], [-0.593243875, 47.4695419982], [-0.5926817496, 47.4695422327], [-0.592173515, 47.4695335921], [-0.5916323655, 47.4695097452], [-0.5898398291, 47.4694136695], [-0.5894862756, 47.4693533881], [-0.5891660585, 47.4692947809], [-0.58912573, 47.4692879148], [-0.5890920928, 47.4692817434], [-0.5886986944, 47.4692019632], [-0.5882248212, 47.4690913223], [-0.5877889266, 47.4689722998], [-0.587361835, 47.4688457955], [-0.5868701244, 47.4686870396], [-0.5864063869, 47.4685292218], [-0.585941507, 47.4683543165], [-0.5854331088, 47.4681447062], [-0.5849602799, 47.4679303936], [-0.5849053659, 47.4679041511], [-0.5847556941, 47.4678321682], [-0.5846471326, 47.467778743], [-0.5846457462, 47.4677778846], [-0.5845439305, 47.4678648234], [-0.5840822022, 47.4700182588], [-0.5813602291, 47.471780805], [-0.578674057, 47.4724122048], [-0.5774459238, 47.4728275227], [-0.5773401507, 47.4730145975], [-0.5773292363, 47.4730302516], [-0.5773135579, 47.4730541621], [-0.5773698251, 47.4732795086], [-0.5774451489, 47.4734718299], [-0.5775050489, 47.4736123618], [-0.5775237839, 47.4736937856], [-0.5776928258, 47.4736976001], [-0.5780948698, 47.4737275918], [-0.5789324806, 47.4737721225], [-0.5796322826, 47.47378304], [-0.5804167901, 47.4737688199], [-0.5832565819, 47.4736841244], [-0.583354728, 47.4736811026], [-0.5836715929, 47.4736695438], [-0.5888150833, 47.4734930279], [-0.5935411257, 47.4733544051], [-0.594421596, 47.4733245118], [-0.5986477199, 47.4731830977], [-0.5997484112, 47.4731670796], [-0.5997541859, 47.4731146368], [-0.599893077, 47.4718605043], [-0.5999537705, 47.4713206654], [-0.6000362935, 47.4705719948], [-0.6001441893, 47.4695684263], [-0.6001668612, 47.4693523598], [-0.600175096, 47.4692574886]]]}";47.4714811912,-0.589841804419
49007;ANGERS;490070502;Melgrani;1;114;366;46;113;395;45;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5997484112, 47.4731670796], [-0.5986477199, 47.4731830977], [-0.594421596, 47.4733245118], [-0.5935411257, 47.4733544051], [-0.5888150833, 47.4734930279], [-0.5836715929, 47.4736695438], [-0.583354728, 47.4736811026], [-0.5832565819, 47.4736841244], [-0.5804167901, 47.4737688199], [-0.5796322826, 47.47378304], [-0.5789324806, 47.4737721225], [-0.5780948698, 47.4737275918], [-0.5776928258, 47.4736976001], [-0.5775237839, 47.4736937856], [-0.5774893997, 47.4738155893], [-0.5775557742, 47.474172185], [-0.5775651117, 47.4742124472], [-0.5775896367, 47.4742810777], [-0.57768294, 47.4744043629], [-0.57777908, 47.47451044], [-0.5778929471, 47.4746033568], [-0.5780223127, 47.4746696652], [-0.5782375862, 47.4747486509], [-0.5785062744, 47.4748314004], [-0.5789744491, 47.4749557732], [-0.5793704678, 47.4750346052], [-0.5797765593, 47.4750851921], [-0.5798728378, 47.475093945], [-0.58002657, 47.4751072382], [-0.5802029704, 47.4751216361], [-0.5803939004, 47.4751346856], [-0.58058037, 47.4751406633], [-0.5809668758, 47.4751368817], [-0.5815334021, 47.4751221527], [-0.5822760312, 47.475077671], [-0.5829241282, 47.4750306882], [-0.5840574813, 47.4749462319], [-0.5873100598, 47.4750109249], [-0.593390256, 47.4755009864], [-0.5939028576, 47.475732061], [-0.5944875641, 47.475928467], [-0.5945922304, 47.4759630807], [-0.5951125457, 47.4761110106], [-0.5955786581, 47.4762236674], [-0.597940538, 47.4767778463], [-0.598355111, 47.4768749646], [-0.5986249815, 47.4769351047], [-0.5987289826, 47.476939999], [-0.5988476903, 47.4769264164], [-0.5989121984, 47.4769172128], [-0.5989721828, 47.4769000392], [-0.5990947495, 47.4766277197], [-0.5992891893, 47.4761396153], [-0.5994054975, 47.4756755532], [-0.5994579546, 47.4754477533], [-0.5995434934, 47.4749017406], [-0.5995757568, 47.4746898839], [-0.5996818322, 47.473817035], [-0.5997484112, 47.4731670796]]]}";47.4745530033,-0.590943368812
