CodINSEE5n;LibCommune;IRIS;LIBIRIS;LAB_IRIS;P11_FACT1524;P11_FACT2554;P11_FACT5564;P11_HACT1524;P11_HACT2554;P11_HACT5564;Geo Shape;geo_point_2d
49267;SAINT BARTHELEMY D'ANJOU;492670105;Marmimere-Venairerie;4;40;277;50;34;279;50;"{""type"": ""Polygon"", ""coordinates"": [[[-0.4586738887, 47.4926055869], [-0.4590422474, 47.4925045411], [-0.460036372, 47.4921920793], [-0.4607747882, 47.4919547869], [-0.4610144349, 47.4918575604], [-0.4633878765, 47.4905714922], [-0.4641999618, 47.4901175399], [-0.4651445981, 47.4893911289], [-0.4655767249, 47.4890232599], [-0.4656295939, 47.4889775355], [-0.4680409177, 47.4880948001], [-0.4712053724, 47.4874706815], [-0.4721629806, 47.4872943548], [-0.4730489304, 47.4871814284], [-0.4754902636, 47.4869067383], [-0.4786938849, 47.4868461939], [-0.4810468291, 47.4869704852], [-0.4812052923, 47.4869747571], [-0.4811533366, 47.486870889], [-0.4810399056, 47.4865372916], [-0.4809393145, 47.4861150081], [-0.4809209374, 47.4859551723], [-0.4809154363, 47.4858706389], [-0.4809157294, 47.4858138645], [-0.4811022326, 47.4843495015], [-0.4818956517, 47.4833877874], [-0.4815244889, 47.4823005177], [-0.4808590625, 47.4808373011], [-0.4819050758, 47.4795301385], [-0.4835202211, 47.4777995609], [-0.4852174456, 47.4758412368], [-0.4871250098, 47.4736864592], [-0.4875266377, 47.4734257354], [-0.4875121063, 47.4734270719], [-0.4876493388, 47.4728616055], [-0.4883411245, 47.4723633163], [-0.4886478493, 47.4721351671], [-0.4888224976, 47.4720010815], [-0.4889579055, 47.4718970056], [-0.4892461424, 47.4715892153], [-0.49036921, 47.4703283061], [-0.4904860393, 47.4692876905], [-0.4904302214, 47.4691857435], [-0.4903476107, 47.4689990001], [-0.4903285636, 47.4689310913], [-0.4903033444, 47.4688093045], [-0.4902884777, 47.4686628787], [-0.4902912271, 47.4685420552], [-0.4903045736, 47.4684614611], [-0.4905952911, 47.4671939697], [-0.491503885, 47.4667819625], [-0.4932228383, 47.4668556222], [-0.4932934203, 47.4668580087], [-0.4932869036, 47.4667581872], [-0.4920004266, 47.4639044107], [-0.4918458319, 47.4635918782], [-0.491546975, 47.4631250884], [-0.4907313561, 47.462007921], [-0.4904840436, 47.461679246], [-0.4902706227, 47.4614423628], [-0.4901842781, 47.4613611545], [-0.4899060914, 47.4612109125], [-0.4897114573, 47.4611194359], [-0.4895767764, 47.4610712138], [-0.4876256698, 47.460408867], [-0.4855337588, 47.4609905572], [-0.4827221964, 47.4625398549], [-0.4820436896, 47.4631593599], [-0.4783340568, 47.4631811035], [-0.4761328409, 47.4602013362], [-0.4759138632, 47.4600619079], [-0.4751773938, 47.4601577921], [-0.4748305877, 47.4602186082], [-0.4744959487, 47.4602826642], [-0.4738646319, 47.4604429786], [-0.4737862945, 47.4604642393], [-0.4734543123, 47.4606102082], [-0.4731430689, 47.46080962], [-0.4728810045, 47.4610093651], [-0.469275701, 47.4628838639], [-0.4653116991, 47.4648040649], [-0.4611475485, 47.4662020647], [-0.4577562878, 47.4683157967], [-0.4562461448, 47.469231958], [-0.4542402942, 47.469983506], [-0.4514604801, 47.469635286], [-0.4502760548, 47.4692370099], [-0.4499111362, 47.4690387885], [-0.4484266238, 47.468210587], [-0.4483574128, 47.4681675862], [-0.4483129439, 47.4681373677], [-0.4482044535, 47.4680621925], [-0.4480995944, 47.4679815035], [-0.4480223619, 47.4679171154], [-0.4479102281, 47.4678060066], [-0.4479023089, 47.4677449711], [-0.4475710733, 47.468254857], [-0.4456373844, 47.4706647155], [-0.4451715138, 47.4718291219], [-0.4450577659, 47.4721676717], [-0.445123066, 47.4724594742], [-0.445377872, 47.4731970823], [-0.4456530775, 47.4732195701], [-0.445818104, 47.4739661423], [-0.4459023509, 47.4743456841], [-0.4460138401, 47.4747974026], [-0.4463411473, 47.4760824889], [-0.4483401647, 47.4763332359], [-0.4485085919, 47.4762246276], [-0.4489820996, 47.4759213672], [-0.4491140863, 47.4758453737], [-0.4494286447, 47.4757153138], [-0.4496270251, 47.4756797005], [-0.4499122042, 47.4756505243], [-0.4503871303, 47.4756373474], [-0.4521617653, 47.4756441938], [-0.4524597099, 47.4756686946], [-0.4524672459, 47.4757648814], [-0.4522653238, 47.4770431261], [-0.4521261393, 47.477728433], [-0.4519974147, 47.4783287325], [-0.4515916198, 47.4798463863], [-0.4515371769, 47.481659969], [-0.4525617724, 47.4816367925], [-0.4538652013, 47.4816503855], [-0.4541027286, 47.4816649623], [-0.4545637899, 47.4817449874], [-0.4551109838, 47.4818620995], [-0.4557307168, 47.4820527422], [-0.4588294977, 47.4837672757], [-0.4598584567, 47.4843863418], [-0.4594442022, 47.4851744406], [-0.4590804303, 47.4856745097], [-0.4582321917, 47.4880360797], [-0.4579497273, 47.4903700236], [-0.4581539573, 47.4915343923], [-0.4585611897, 47.4925485659], [-0.4586738887, 47.4926055869]]]}";47.474552247,-0.46987585336
49353;TRELAZE;493530106;Zone Naturelle;3;0;0;0;0;0;0;;
49007;ANGERS;490070103;Blancheraie;1;113;371;47;173;347;66;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5586788979, 47.4685487326], [-0.5586980028, 47.4685562582], [-0.5627814261, 47.4702488116], [-0.5634568951, 47.4705137758], [-0.5643879557, 47.469947312], [-0.5660040717, 47.4689723805], [-0.566804589, 47.4685216309], [-0.5673510027, 47.4682660924], [-0.5673783129, 47.4682571454], [-0.5669979076, 47.46803272], [-0.5658213088, 47.4674064767], [-0.5654125876, 47.4671757053], [-0.5655352021, 47.4662438234], [-0.565709009, 47.4651031208], [-0.5659438354, 47.464200238], [-0.5661083999, 47.4636986921], [-0.5666193589, 47.4623935655], [-0.5666170214, 47.4623584945], [-0.5666043753, 47.4623282449], [-0.5665616502, 47.462305225], [-0.5664769715, 47.4622906997], [-0.5664130149, 47.4623079786], [-0.5655299531, 47.4627549513], [-0.5639440012, 47.4635217092], [-0.5639040911, 47.4635409535], [-0.5637609107, 47.463605712], [-0.5637118977, 47.4636279382], [-0.563580352, 47.4636878346], [-0.5629486369, 47.463899112], [-0.5616545813, 47.4643009671], [-0.56147608, 47.4643541885], [-0.5608897039, 47.4645081988], [-0.559739924, 47.4647821671], [-0.5587630767, 47.464919276], [-0.5587610824, 47.464929249], [-0.558757502, 47.464975314], [-0.5588018201, 47.4650622654], [-0.559327564, 47.4663338421], [-0.5589736084, 47.4680846704], [-0.5589053113, 47.4683165366], [-0.5586788979, 47.4685487326]]]}";47.4667819426,-0.562882374327
49007;ANGERS;490070302;Noyers;1;110;394;70;175;412;111;"{""type"": ""Polygon"", ""coordinates"": [[[-0.533109308, 47.4576111342], [-0.5330739819, 47.4578005325], [-0.5330476208, 47.4579446046], [-0.533015441, 47.4581212922], [-0.5326673799, 47.46063776], [-0.53257168, 47.461341704], [-0.5325109699, 47.4620121466], [-0.5318013415, 47.4639836176], [-0.5313660728, 47.4648780799], [-0.5305237792, 47.4658470637], [-0.5320687057, 47.4663029811], [-0.5336511854, 47.4665423812], [-0.5351646614, 47.4662801546], [-0.535797846, 47.4661897321], [-0.5363756869, 47.4661063944], [-0.5364146508, 47.4659520271], [-0.5366628135, 47.4655651313], [-0.536870209, 47.4653254487], [-0.5370239492, 47.4651585816], [-0.5378315866, 47.4643104438], [-0.5386008198, 47.4638464261], [-0.5397266586, 47.4630687923], [-0.5414688676, 47.46180743], [-0.5406525312, 47.4614583243], [-0.5402811427, 47.4613074301], [-0.539822333, 47.4611204479], [-0.5381972767, 47.4604562186], [-0.536142464, 47.4594806404], [-0.5345127654, 47.4584831037], [-0.5335863312, 47.4579138277], [-0.533109308, 47.4576111342]]]}";47.4626479666,-0.535355881023
49007;ANGERS;490070303;Haut Pressoir;1;110;386;76;124;372;75;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5402811427, 47.4613074301], [-0.5408275327, 47.4606492339], [-0.541252676, 47.4601668315], [-0.5423071846, 47.4589957632], [-0.5427265264, 47.4586468914], [-0.543280963, 47.4582515527], [-0.5436429593, 47.4579999384], [-0.5437565616, 47.4579297981], [-0.5440413443, 47.4578364218], [-0.5441989363, 47.457848742], [-0.544284257, 47.4578731755], [-0.5447854458, 47.4583390864], [-0.5449974276, 47.4585506904], [-0.545128962, 47.4586710325], [-0.5450362553, 47.4584548935], [-0.5445540051, 47.4578135961], [-0.5444308653, 47.4575992849], [-0.544258028, 47.4573567516], [-0.5433849566, 47.4561299351], [-0.5419498428, 47.4540984351], [-0.5415859078, 47.453597698], [-0.5409556754, 47.4527464333], [-0.540865384, 47.4526266338], [-0.5406422569, 47.452667666], [-0.5401687716, 47.4527397447], [-0.5400103877, 47.4527553773], [-0.5399313742, 47.4527658913], [-0.5397500771, 47.4527966381], [-0.5387177607, 47.4530163699], [-0.5382753817, 47.4531370541], [-0.5381228164, 47.4531804407], [-0.5374587106, 47.4533835557], [-0.5332143177, 47.4546334799], [-0.5330912892, 47.4546615453], [-0.53229072, 47.454850752], [-0.5312274799, 47.4551263198], [-0.530870537, 47.4552335686], [-0.5305502814, 47.4553532191], [-0.5304880626, 47.4553767331], [-0.5302711862, 47.4554725209], [-0.5300660641, 47.4555652484], [-0.5299557742, 47.4556253627], [-0.5300187992, 47.4556946356], [-0.5307340676, 47.456125273], [-0.5307700243, 47.4561467088], [-0.5321748498, 47.4570204654], [-0.5326363274, 47.4573092172], [-0.533109308, 47.4576111342], [-0.5335863312, 47.4579138277], [-0.5345127654, 47.4584831037], [-0.536142464, 47.4594806404], [-0.5381972767, 47.4604562186], [-0.539822333, 47.4611204479], [-0.5402811427, 47.4613074301]]]}";47.4566747849,-0.538104262758
49007;ANGERS;490070506;Balzac (Zone Naturelle);3;0;0;0;0;0;0;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5766203924, 47.4650908458], [-0.5766090587, 47.4651002051], [-0.5738599167, 47.4660578348], [-0.5713521343, 47.4668701214], [-0.5678228109, 47.4681074533], [-0.5673783129, 47.4682571454], [-0.5673510027, 47.4682660924], [-0.566804589, 47.4685216309], [-0.5660040717, 47.4689723805], [-0.5643879557, 47.469947312], [-0.5634568951, 47.4705137758], [-0.5642210326, 47.4708129655], [-0.5644817137, 47.4709158155], [-0.5648255137, 47.4710494592], [-0.5650164013, 47.4711220067], [-0.5650245386, 47.4711244607], [-0.5655725326, 47.4707724668], [-0.565692285, 47.4706949083], [-0.5661199277, 47.4703916535], [-0.5663341031, 47.4702553332], [-0.5665388589, 47.4701571469], [-0.5667239531, 47.4700829913], [-0.5669104256, 47.4700295181], [-0.5671160644, 47.4699844681], [-0.5673427352, 47.4699558938], [-0.5675504119, 47.4699414177], [-0.5677760489, 47.4699372036], [-0.5679586403, 47.469945122], [-0.5680146413, 47.4699479105], [-0.5682068092, 47.4699798644], [-0.5689881992, 47.4701190011], [-0.5692977229, 47.4701969142], [-0.5716182949, 47.4708177576], [-0.5721771377, 47.4709673076], [-0.572825252, 47.4711600701], [-0.573216339, 47.4712850293], [-0.5736684255, 47.4714477622], [-0.5742631912, 47.4716772979], [-0.5746649465, 47.471842474], [-0.575315171, 47.472126169], [-0.5759509335, 47.4724121071], [-0.5763139369, 47.472573963], [-0.576861822, 47.4728175421], [-0.5772350804, 47.4729736735], [-0.5773401507, 47.4730145975], [-0.5774459238, 47.4728275227], [-0.578674057, 47.4724122048], [-0.5813602291, 47.471780805], [-0.5840822022, 47.4700182588], [-0.5845439305, 47.4678648234], [-0.5846457462, 47.4677778846], [-0.5845497227, 47.4677330841], [-0.5844974614, 47.4677067598], [-0.583922772, 47.4674198882], [-0.5837234946, 47.4673214976], [-0.5827131938, 47.4668398805], [-0.5820668523, 47.4665543051], [-0.5815346784, 47.4663264873], [-0.5812168455, 47.4662038074], [-0.580813423, 47.4660531231], [-0.5803868548, 47.4659139628], [-0.5799851815, 47.4657893538], [-0.5796602985, 47.4657002275], [-0.5793166106, 47.4656080743], [-0.5790828642, 47.4655503848], [-0.5789423634, 47.4655159589], [-0.5784781864, 47.4654103881], [-0.5780191922, 47.4653226782], [-0.5775671906, 47.4652401581], [-0.5770405686, 47.4651545236], [-0.5766203924, 47.4650908458]]]}";47.4689458501,-0.576006129577
49007;ANGERS;490070602;La Bruyère;1;121;367;47;113;359;59;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5766287539, 47.4738041955], [-0.5765202935, 47.4738318582], [-0.5764666362, 47.4738443202], [-0.5762734722, 47.4738772889], [-0.5755531139, 47.4738570708], [-0.5754425495, 47.4738532588], [-0.5734612054, 47.4737374972], [-0.5722235512, 47.4736529434], [-0.5710809459, 47.4736582726], [-0.5695589713, 47.4738139949], [-0.5684777452, 47.4739624915], [-0.567852048, 47.4740862011], [-0.5677262204, 47.4741125856], [-0.5676555585, 47.4741291692], [-0.5676544438, 47.4742121037], [-0.5676020821, 47.4743038178], [-0.5674583334, 47.4745398042], [-0.5672633671, 47.474864766], [-0.5672180627, 47.4749427473], [-0.5664230491, 47.4763746127], [-0.5666447193, 47.4764101711], [-0.5673011473, 47.4767468848], [-0.567430505, 47.476813205], [-0.5675787852, 47.4769041754], [-0.5676895071, 47.4769899893], [-0.5678130065, 47.4770880267], [-0.5680285722, 47.4773508443], [-0.5687751698, 47.4780028704], [-0.569710038, 47.4785878441], [-0.5701673245, 47.4788675738], [-0.5726446551, 47.4802774584], [-0.57558188, 47.4816254094], [-0.5757885617, 47.481674928], [-0.5768638336, 47.4818527464], [-0.5772050959, 47.4819071379], [-0.5779058362, 47.4819901275], [-0.578704193, 47.48210165], [-0.5789641805, 47.4821531287], [-0.5794862003, 47.4823064825], [-0.5799686632, 47.4825043032], [-0.5801867999, 47.4826255494], [-0.5803747283, 47.4827522298], [-0.5805921377, 47.4829221567], [-0.5808612971, 47.4824155722], [-0.5814054542, 47.4813508586], [-0.5815816691, 47.4810048229], [-0.5816218323, 47.4809296974], [-0.5820830138, 47.479658478], [-0.5797540414, 47.4790191656], [-0.5794497572, 47.4789411174], [-0.5790985073, 47.4788564029], [-0.577199958, 47.476562913], [-0.576616866, 47.4738649342], [-0.5766287539, 47.4738041955]]]}";47.4777342515,-0.574214852727
49007;ANGERS;490070701;Jean Moulin;1;69;306;36;73;310;54;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5634697169, 47.4866491343], [-0.5634768552, 47.4865966529], [-0.562071379, 47.485912494], [-0.5593581459, 47.4842131463], [-0.5593085341, 47.4841867298], [-0.5591937304, 47.484179427], [-0.5589396258, 47.484196207], [-0.5587778327, 47.4842218783], [-0.5586200192, 47.4842474277], [-0.5564180514, 47.4840371895], [-0.5542154676, 47.4837773696], [-0.5525537117, 47.4832342852], [-0.5529499641, 47.4825959415], [-0.5531050205, 47.4823488183], [-0.5532024349, 47.4821944634], [-0.5533093733, 47.482043422], [-0.5533556597, 47.4819798346], [-0.5542928607, 47.4807410703], [-0.5546809367, 47.4803003051], [-0.5551199138, 47.4798255448], [-0.5554611452, 47.4794600958], [-0.5556300568, 47.4793017522], [-0.5561994922, 47.4786103463], [-0.5560169185, 47.4785231128], [-0.5550471538, 47.4780706577], [-0.5549404056, 47.4780243586], [-0.5547433051, 47.477938468], [-0.5546364977, 47.4778912693], [-0.554628109, 47.4779050418], [-0.5535400322, 47.4793727875], [-0.5521193443, 47.4815372934], [-0.5514414185, 47.4826780197], [-0.5506374844, 47.4840235245], [-0.5498963008, 47.4852535725], [-0.5495563578, 47.4857397067], [-0.5482089478, 47.487430652], [-0.5473339693, 47.487186094], [-0.5472530599, 47.487329127], [-0.5461010772, 47.4900845627], [-0.5438590739, 47.4925631954], [-0.5421048224, 47.4938978995], [-0.5418176864, 47.4941192868], [-0.54275833, 47.4950728333], [-0.5448877287, 47.4975120921], [-0.5465224478, 47.4995266612], [-0.5480309159, 47.5012197703], [-0.5490041202, 47.5018388829], [-0.5519888836, 47.5031535456], [-0.5556562503, 47.504492349], [-0.557635613, 47.5050617452], [-0.5587995555, 47.5055668245], [-0.5597581652, 47.50658277], [-0.5603712671, 47.5062639703], [-0.5604245415, 47.5062452211], [-0.5625048302, 47.5047948481], [-0.5634269088, 47.5040845224], [-0.5639343257, 47.5036572026], [-0.5644454158, 47.5032252624], [-0.5645542857, 47.5017865149], [-0.5647611733, 47.4982677805], [-0.5646596272, 47.4970436201], [-0.5644042215, 47.4952664011], [-0.5642938932, 47.4950273882], [-0.5638750016, 47.4944076531], [-0.563458679, 47.493866232], [-0.5629383723, 47.4924224064], [-0.5627204513, 47.491146838], [-0.5627395939, 47.4909552232], [-0.5627291287, 47.4907582067], [-0.5627278465, 47.4906591271], [-0.5627280617, 47.4905825287], [-0.5627648022, 47.489876759], [-0.5627731241, 47.4897422433], [-0.5627891755, 47.4895840628], [-0.5630207568, 47.4890092942], [-0.5632142787, 47.4884419972], [-0.5632639929, 47.4881106795], [-0.5633281035, 47.4876761977], [-0.5634107954, 47.4870816554], [-0.5634697169, 47.4866491343]]]}";47.4942203794,-0.554966259597
49007;ANGERS;490070705;Ile Saint-Aubin (Zone Naturelle);3;0;0;0;0;0;0;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5335501138, 47.4997228084], [-0.5336590456, 47.499781676], [-0.5325664888, 47.5007942799], [-0.531649319, 47.5017249626], [-0.5309513039, 47.5025516774], [-0.5307989991, 47.5027824613], [-0.5297880326, 47.5043881598], [-0.5295634264, 47.5048130584], [-0.5270414317, 47.5076439967], [-0.5261456972, 47.5087415735], [-0.525530556, 47.5096378228], [-0.5243541199, 47.5114007467], [-0.5238988336, 47.5122615114], [-0.523644849, 47.5132306172], [-0.5235687218, 47.513528465], [-0.5234996027, 47.5141748072], [-0.5234561993, 47.5148077565], [-0.5234585779, 47.5154492322], [-0.5234934439, 47.5162203772], [-0.5235569557, 47.5169014515], [-0.5237682651, 47.517605086], [-0.5245789399, 47.5194709603], [-0.525080957, 47.5206694823], [-0.5260548623, 47.5233548658], [-0.5264231455, 47.524037525], [-0.527141845, 47.5247284963], [-0.5280221236, 47.5253478929], [-0.5299519243, 47.526328345], [-0.5305853651, 47.5263920468], [-0.5311199541, 47.5262884432], [-0.5312210538, 47.5262682589], [-0.5318537684, 47.5260995051], [-0.5324179971, 47.5259211106], [-0.5327721796, 47.5257247546], [-0.5334762762, 47.5252474697], [-0.534513464, 47.5245167908], [-0.5352307623, 47.5239579988], [-0.5357428703, 47.5234748108], [-0.5370200913, 47.5220303951], [-0.537312556, 47.5216457751], [-0.537532177, 47.5212056988], [-0.5377019496, 47.5208365169], [-0.5379067907, 47.5202536206], [-0.5379687916, 47.5200850423], [-0.5381701844, 47.5197716655], [-0.538444919, 47.5194209191], [-0.5387896836, 47.5190229917], [-0.5393531077, 47.5185526422], [-0.5400687848, 47.5181119027], [-0.5408703242, 47.5177226117], [-0.5413826315, 47.5175853945], [-0.5419842902, 47.5174517653], [-0.5426236766, 47.5173656426], [-0.5442554302, 47.5171610213], [-0.5451049567, 47.5170747979], [-0.5458514801, 47.5169998135], [-0.5467082203, 47.5169421926], [-0.5475813052, 47.516890375], [-0.548553676, 47.5168715687], [-0.5496626668, 47.5169071599], [-0.5506731795, 47.5169619617], [-0.5527782304, 47.5171149307], [-0.554076329, 47.5172339174], [-0.5547155387, 47.5173054196], [-0.5553174514, 47.517396078], [-0.5560827341, 47.5175231949], [-0.5572899223, 47.5177548518], [-0.5585027898, 47.5179917295], [-0.5607230048, 47.5184347866], [-0.5625694833, 47.5189775382], [-0.5637432545, 47.5189064918], [-0.5638266044, 47.5177226398], [-0.5638521637, 47.5167892504], [-0.563777298, 47.5163446103], [-0.5636663552, 47.5160371354], [-0.5634093105, 47.5156728575], [-0.5631690377, 47.515181015], [-0.5630525093, 47.514829558], [-0.56300549, 47.5146030255], [-0.5619984303, 47.5132822221], [-0.5613058058, 47.5120689356], [-0.5607149226, 47.5103659564], [-0.5600453108, 47.5078994696], [-0.5597853664, 47.5065918503], [-0.5597581652, 47.50658277], [-0.5587995555, 47.5055668245], [-0.557635613, 47.5050617452], [-0.5556562503, 47.504492349], [-0.5519888836, 47.5031535456], [-0.5490041202, 47.5018388829], [-0.5480309159, 47.5012197703], [-0.5465224478, 47.4995266612], [-0.5448877287, 47.4975120921], [-0.54275833, 47.4950728333], [-0.5418176864, 47.4941192868], [-0.5412061988, 47.4937792617], [-0.5380743936, 47.4959973859], [-0.5360455005, 47.4975457764], [-0.5339147331, 47.499405382], [-0.5335501138, 47.4997228084]]]}";47.5107479858,-0.541262043131
49007;ANGERS;490070806;Doyenné;2;73;312;33;76;295;50;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5246515626, 47.4945897558], [-0.5248095509, 47.4945056798], [-0.5250460468, 47.4943822832], [-0.5252866407, 47.4942605641], [-0.5290456508, 47.4920922656], [-0.5309778696, 47.4913551797], [-0.5344676777, 47.4893038838], [-0.5349902185, 47.4889834576], [-0.5360280346, 47.4883536311], [-0.5367251038, 47.487999061], [-0.5375402977, 47.4876417981], [-0.5378416221, 47.4875146012], [-0.5387454143, 47.4871906796], [-0.5391567517, 47.4870988809], [-0.539263438, 47.4870839235], [-0.5393718675, 47.4870752205], [-0.5395927658, 47.4870585925], [-0.5398080423, 47.4870574532], [-0.5397688549, 47.4870478319], [-0.5393834366, 47.4869487189], [-0.5388763, 47.4868181632], [-0.5358820165, 47.4862856089], [-0.5351441774, 47.4861638466], [-0.5347706351, 47.4860832806], [-0.5343018123, 47.4859488389], [-0.5332643989, 47.4855982778], [-0.532967191, 47.4860695458], [-0.5326472851, 47.4866198944], [-0.532609524, 47.4866922246], [-0.5315592871, 47.4884829706], [-0.5299496868, 47.4905817086], [-0.5287329371, 47.4909997441], [-0.5239778208, 47.4902364038], [-0.523396121, 47.4901846282], [-0.5231833901, 47.4901640343], [-0.5225805705, 47.4900741482], [-0.5223880024, 47.4900367237], [-0.5223997409, 47.4901544075], [-0.5224750182, 47.4908937024], [-0.5225083166, 47.4911368822], [-0.522568944, 47.4915729629], [-0.5226164351, 47.4918499534], [-0.5226943955, 47.4922665873], [-0.5227724283, 47.492623749], [-0.5228399185, 47.4929217597], [-0.5229119823, 47.4932286425], [-0.5229664187, 47.493449557], [-0.5229889156, 47.4934479752], [-0.5230506142, 47.4935974862], [-0.5230799956, 47.4938416852], [-0.5231436506, 47.4941217905], [-0.5231811822, 47.4942071565], [-0.5232277292, 47.494267921], [-0.5232974488, 47.4943171716], [-0.5234731517, 47.4944010594], [-0.5236855333, 47.4944766284], [-0.5240794584, 47.4945430981], [-0.5244539426, 47.4945768158], [-0.5246515626, 47.4945897558]]]}";47.4901639993,-0.529688103465
49007;ANGERS;490070905;ZA Gaston Birgé;3;4;29;0;12;17;4;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5232328337, 47.4748705819], [-0.5226558136, 47.4748267752], [-0.5206244704, 47.474595393], [-0.5195857324, 47.474442091], [-0.518644265, 47.4744137905], [-0.5175725191, 47.4743849146], [-0.5157759281, 47.4743680153], [-0.5156884469, 47.474371559], [-0.5157161757, 47.4745103862], [-0.5157070615, 47.4746548317], [-0.5156746307, 47.4747882676], [-0.5155629051, 47.475070071], [-0.5151885626, 47.4762095081], [-0.5150069866, 47.4767835622], [-0.5146525285, 47.4780034911], [-0.5146576037, 47.4780402813], [-0.5147382547, 47.4780540651], [-0.5149091375, 47.4780858484], [-0.5192780898, 47.4789377935], [-0.5219026149, 47.4811714428], [-0.5221881769, 47.4820161098], [-0.5223160464, 47.4820807214], [-0.5225656994, 47.4819560285], [-0.5227354742, 47.4818697949], [-0.5227534537, 47.4818602402], [-0.5227644569, 47.4815832805], [-0.5228150895, 47.480333774], [-0.5228342405, 47.4798979801], [-0.5229752167, 47.476851716], [-0.5230078417, 47.4762371023], [-0.5230360621, 47.4759794441], [-0.5231398362, 47.4752545484], [-0.5232124295, 47.474944186], [-0.5232328337, 47.4748705819]]]}";47.477140949,-0.519503714185
49007;ANGERS;490071104;Maurice Tardat;1;81;303;47;72;278;52;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5562023839, 47.4436236438], [-0.5555349044, 47.4437332576], [-0.5552139949, 47.4437412645], [-0.5519230938, 47.4442499999], [-0.5516407628, 47.4443189942], [-0.5515618107, 47.4443502399], [-0.5514467167, 47.4444573799], [-0.5513564785, 47.444698925], [-0.5511677809, 47.4452183095], [-0.5509506582, 47.445889945], [-0.550799011, 47.4464072963], [-0.5506903856, 47.4468323236], [-0.5505529906, 47.4473843818], [-0.5505467664, 47.4474107035], [-0.550425059, 47.4478388328], [-0.5502967674, 47.4482878879], [-0.5502270592, 47.4485387168], [-0.550116782, 47.4488989147], [-0.5499253056, 47.4494769511], [-0.5497822526, 47.4498237312], [-0.5497022871, 47.4500000818], [-0.5496030633, 47.4502265801], [-0.5495454554, 47.4503995451], [-0.5494408395, 47.4509253697], [-0.5494614597, 47.4509959267], [-0.5503130707, 47.4508969516], [-0.5522324406, 47.4506932834], [-0.5528287561, 47.4506309197], [-0.5538124643, 47.4505008514], [-0.5559128841, 47.4503033049], [-0.5568180283, 47.450230579], [-0.5570651645, 47.4502113083], [-0.557164296, 47.4502037716], [-0.5575151274, 47.4502056587], [-0.5577697778, 47.4502194973], [-0.55805786, 47.4502566423], [-0.5581666795, 47.4502749402], [-0.5582958037, 47.4502989246], [-0.5582369437, 47.4502727911], [-0.5581626743, 47.4502146893], [-0.5581478626, 47.4501917139], [-0.55812113, 47.450149279], [-0.5581144559, 47.4500089122], [-0.5581971929, 47.4498946457], [-0.5582571109, 47.4498567692], [-0.5594928124, 47.4491016928], [-0.5600341279, 47.448592228], [-0.5596659636, 47.448449407], [-0.559414808, 47.448687773], [-0.5570718557, 47.4478132891], [-0.5565505465, 47.4455053022], [-0.557048151, 47.4451377578], [-0.5571546023, 47.4450606125], [-0.557124912, 47.4450335864], [-0.5570020769, 47.4448841563], [-0.5568309741, 47.4445280485], [-0.5567516688, 47.4443340344], [-0.5567341706, 47.4442705915], [-0.5566583718, 47.4439494154], [-0.5566230773, 47.4438180333], [-0.5565662415, 47.4437422768], [-0.5563321223, 47.4435971497], [-0.5562023839, 47.4436236438]]]}";47.4476077409,-0.554048501989
49007;ANGERS;490071107;Jean Vilar;2;120;507;63;107;416;27;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5624294514, 47.4435259065], [-0.5624035295, 47.4435555356], [-0.5623916412, 47.4435964492], [-0.5623918027, 47.443638796], [-0.5624208875, 47.4436766525], [-0.5623046409, 47.4446443897], [-0.5619449875, 47.4459466791], [-0.5610332063, 47.446956793], [-0.5609454357, 47.4470351721], [-0.5609179966, 47.4470819681], [-0.5609243066, 47.4471169178], [-0.5610412351, 47.4471773163], [-0.561167623, 47.4472401283], [-0.5612404557, 47.4472766458], [-0.561317445, 47.4473157393], [-0.5613763032, 47.4473418714], [-0.5628210941, 47.4479734529], [-0.5652757462, 47.4491471702], [-0.5665088311, 47.4497500537], [-0.5677104999, 47.4503196465], [-0.5678507378, 47.4501116968], [-0.5691283154, 47.4478747198], [-0.5694403998, 47.447275823], [-0.5697696346, 47.4465358266], [-0.5695467322, 47.4464002927], [-0.569170317, 47.4462136005], [-0.5675177052, 47.4455136789], [-0.5662495591, 47.4449614432], [-0.5647048075, 47.4442843085], [-0.5643433482, 47.4441421982], [-0.5638047761, 47.4439334254], [-0.5633740411, 47.4437682038], [-0.562657099, 47.4434937032], [-0.5626017932, 47.4434809796], [-0.5625406974, 47.4434810486], [-0.5624807387, 47.4434982038], [-0.5624343947, 47.4435203485], [-0.5624294514, 47.4435259065]]]}";47.4468762613,-0.565425656664
